(c) Die Bundeswahlleiterin, Wiesbaden 2025;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);
;
Bundestagswahl 2025;
Vorläufiges Ergebnis;
Nr;Gebiet;gehört zu;Gewählt;Wahlberechtigte;;;;Wählende;;;;Ungültige Stimmen;;;;Gültige Stimmen;;;;Sozialdemokratische Partei Deutschlands;;;;Christlich Demokratische Union Deutschlands;;;;BÜNDNIS 90/DIE GRÜNEN;;;;Freie Demokratische Partei;;;;Alternative für Deutschland;;;;Christlich-Soziale Union in Bayern e.V.;;;;Die Linke;;;;FREIE WÄHLER;;;;PARTEI MENSCH UMWELT TIERSCHUTZ;;;;Basisdemokratische Partei Deutschland;;;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;Die Gerechtigkeitspartei – Team Todenhöfer;;;;Piratenpartei Deutschland;;;;Volt Deutschland;;;;Ökologisch-Demokratische Partei - Die Naturschutzpartei;;;;Südschleswigscher Wählerverband;;;;Partei für Verjüngungsforschung;;;;Partei der Humanisten - Fakten, Freiheit, Fortschritt;;;;Bündnis C - Christen für Deutschland;;;;Bayernpartei;;;;Marxistisch-Leninistische Partei Deutschlands;;;;Menschliche Welt - für das Wohl und Glücklichsein aller;;;;Partei des Fortschritts;;;;Sozialistische Gleichheitspartei, Vierte Internationale;;;;Bürgerrechtsbewegung Solidarität;;;;BÜNDNIS DEUTSCHLAND;;;;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;;;;MERA25 - Gemeinsam für Europäische Unabhängigkeit;;;;WerteUnion;;;;Übrige;;;;
281;Freiburg;08;BÜNDNIS 90/DIE GRÜNEN;228338;224392;228338;224392;196060;180976;196060;180976;1297;1207;795;1103;194763;179769;195265;179873;30485;47198;29933;38183;47806;37111;43343;31296;63281;51777;51966;56861;5542;13835;8284;19145;20008;8107;20285;8854;;;;;19518;9604;27165;12429;2574;2769;1400;1821;;;1649;2092;;4115;463;3779;1842;2730;903;1719;;;;610;;;;475;3469;1043;2140;801;;;373;571;;;;;;;;145;;561;;280;;;275;281;;;;;238;134;74;74;;;;;;;;;;;;;;;;;;;156;;;;6856;;;;;;;;;;;785;;457;
282;Lörrach – Müllheim;08;–;229946;231076;229946;231076;187831;174064;187831;174064;1465;1720;1052;1495;186366;172344;186779;172569;32288;37496;29798;41834;61900;43509;54618;38501;29238;35558;28450;32817;5810;24430;9156;24669;32848;13981;33960;14195;;;;;11325;4580;12651;5532;10174;3530;3622;2784;;;2005;2479;;4799;601;4136;;2586;922;1698;;;;676;;1009;;734;2783;;1528;454;;;351;357;;;;;;;;228;;;;146;;;508;592;;;;;;168;66;73;;;;;;;;;;;;;;;;;;;198;;;;8345;;;;;;;;;;;698;;664;
283;Emmendingen – Lahr;08;Christlich Demokratische Union Deutschlands;218790;218872;218790;218872;182330;168004;182330;168004;1463;1349;1021;1432;180867;166655;181309;166572;40198;46316;28144;39727;66980;46406;58417;41323;18327;23345;23990;28724;5693;16620;8496;22136;34276;14396;35303;14971;;;;;8518;4921;10694;5209;6875;3963;3352;3146;;3601;2073;3122;;3325;509;3147;;1980;880;1514;;;;477;;;;568;;623;1229;553;;1159;391;676;;;;;;;;181;;;;120;;;284;332;;;;;;;44;22;;;;;;;;;;;;;;;;;;;193;;;;7310;;;;;;;;;;;0;;624;
284;Offenburg;08;Christlich Demokratische Union Deutschlands;204663;205893;204663;205893;167895;156776;167895;156776;1709;1623;1094;1576;166186;155153;166801;155200;21577;29003;22195;33043;63491;54148;56002;40210;20488;21717;18512;23083;7405;16692;8781;22799;34411;13876;36359;15320;;;;;8988;4254;9490;4423;7685;5881;3182;3729;;;1564;2290;;6955;718;5471;;2627;683;1465;;;;867;;;;580;2141;;1164;441;;;261;288;;;;;;;;221;;;;139;;;183;173;;;;;;;29;19;;;;;;;;;;;;;;;;;;;155;;;;7523;;;;;;;;;;;0;;639;
285;Rottweil – Tuttlingen;08;Christlich Demokratische Union Deutschlands;196201;198182;196201;198182;161406;149664;161406;149664;1586;1826;1145;1851;159820;147838;160261;147813;17696;23989;17306;27523;62241;46535;55063;40818;12461;18184;12443;16036;8723;24784;9737;26768;43998;20293;43400;19747;;;;;7144;3177;7540;3320;4794;3733;2350;2726;;;1504;1965;;5058;632;4135;;;637;973;;;;644;;;;549;2763;;1264;371;;1541;522;827;;;;;;;;216;;544;;243;;;356;299;;;;;;;30;12;;;;;;;;;;;;;;;;;;;229;;;;7248;;;;;;;;;;;0;;641;
286;Schwarzwald-Baar;08;Christlich Demokratische Union Deutschlands;160370;162800;160370;162800;131136;122862;131136;122862;1065;1370;905;1340;130071;121492;130231;121522;19395;21996;16814;25814;55045;44188;44340;32309;9979;14692;12895;16181;4524;16747;6873;19696;29141;12795;30951;13097;;;;;5295;2757;6591;3062;2933;3306;2066;2390;;;1243;1602;;4871;481;3819;;;502;843;;;;416;;;;442;1499;;929;357;;;232;276;;;;;;;;189;;;;107;;;285;292;;;;;;140;47;58;;;;;;;;;;;;;;;;;;;172;;;;5810;;;;;;;;;;2260;0;;572;
287;Konstanz;08;Christlich Demokratische Union Deutschlands;207094;206009;207094;206009;170740;157563;170740;157563;1169;1277;794;1163;169571;156286;169946;156400;26451;31486;22599;32657;63922;53362;51150;36209;25390;28142;28614;32913;7363;17047;9833;23509;29584;13487;31134;13341;;;;;9987;5591;12660;5804;3341;2809;1929;2204;;;1349;1928;;;466;3022;;2838;872;1643;;;;401;;;;546;2911;;1691;570;;945;301;463;;;;;;;;141;;;;164;;;219;221;;;;;;;48;33;;;;;;;;;;;;;;;;;;;148;;;;6933;;;;;;;;;;622;579;;631;
288;Waldshut;08;Christlich Demokratische Union Deutschlands;176269;177275;176269;177275;145432;136195;145432;136195;1029;1318;761;1173;144403;134877;144671;135022;26960;34449;20751;30782;54464;45335;48694;35595;16809;20679;19776;23294;5169;10217;7212;18422;26708;11420;27608;11265;;;;;6839;3606;8199;3895;4321;3482;2411;2534;;;1207;1732;1372;3975;623;3634;;;541;894;;;;391;;;;471;1761;819;1184;656;;895;286;469;;;;;;;;155;;;;102;;;220;216;;;;;;;41;34;;;;;;;;;;;;;;;;;;;176;;;;5742;;;;;;;;;;;0;;481;
289;Reutlingen;08;Christlich Demokratische Union Deutschlands;197838;199189;197838;199189;165466;153820;165466;153820;1264;1343;812;1245;164202;152477;164654;152575;22440;27236;21626;31535;63189;49631;53652;39504;20868;25399;20122;24197;9115;20411;10605;25288;32481;15356;34595;15652;;;;;9120;6169;9970;5081;4645;3139;2127;2434;;;1310;1700;;2747;443;2442;2054;2211;766;1239;;;;689;;;;552;;;993;451;;;269;329;;;;;;;;180;;;;176;;;363;445;;;;;290;178;73;79;;;;;;;;;;;;;;;;;;;195;;;;7545;;;;;;;;;;;0;;602;
290;Tübingen;08;–;199799;198791;199799;198791;172209;160835;172209;160835;1209;1207;732;1054;171000;159628;171477;159781;22148;28982;23886;32576;54250;43024;48875;34775;42175;40978;32947;37424;6244;15059;8579;22678;26760;12484;27676;12548;;;;;10520;7526;16466;8231;3861;2789;1756;1978;;2544;1152;1777;;2940;407;2666;1667;1952;719;1292;;;;838;;;;532;1802;;1280;610;;743;332;503;;;;;;;;155;;;;208;;;278;323;;;;;;114;88;50;;;;;;;;;;;;;;;;;;;204;;;;6832;;;;;;;;;;1573;493;;617;
291;Ulm;08;Christlich Demokratische Union Deutschlands;223539;223376;223539;223376;190052;177537;190052;177537;1282;1539;932;1372;188770;175998;189120;176165;25216;32176;25474;36418;73229;57608;64118;46805;29343;33012;25669;31238;6700;19745;9748;25389;34984;15932;36440;16046;;;;;9376;4604;12210;5377;3799;4961;2556;3808;2962;3303;1751;2491;;;530;2566;;2002;737;1529;;;;820;;1669;;914;1717;;1289;552;;;409;515;;;;;;;;252;;481;;310;;;297;353;;;;;218;136;76;87;;;;;;;;;;;;;;;;;1226;;439;;;;7377;;;;;;;;;;;369;;695;
292;Biberach;08;Christlich Demokratische Union Deutschlands;169789;169147;169789;169147;144530;133345;144530;133345;1020;1174;788;1115;143510;132171;143742;132230;18225;24567;14951;23152;58651;46458;55024;40472;14819;17912;14064;18070;5555;13045;7298;19163;32075;13469;33315;14308;;;;;5447;2064;6496;2967;4638;4431;2696;4155;2401;2371;1258;1921;;3134;613;3207;;1471;558;1175;;;;433;;760;;559;1699;;885;332;;2489;576;1191;;;;;;;;189;;;;117;;;273;241;;;;;;;29;12;;;;;;;;;;;;;;;;;;;215;;;;5491;;;;;;;;;;;0;;566;
293;Bodensee;08;Christlich Demokratische Union Deutschlands;173329;174430;173329;174430;145122;137838;145122;137838;1102;1083;770;990;144020;136755;144352;136848;21967;28501;18778;26989;57654;41624;50583;36571;18268;23385;19560;23635;4629;16751;8286;21611;29316;12584;27287;11916;;;;;6089;3705;8004;3905;3534;3047;2020;2526;;;1053;1433;;4045;507;3862;;2079;585;1345;;;;563;;;;490;2332;;1117;458;;931;313;555;;;;;;;;125;;;;117;;;209;202;;;;;231;;50;27;;;;;;;;;;;;;;;;;;;153;;;;5847;;;;;;;;;;;103;;518;
294;Ravensburg;08;Christlich Demokratische Union Deutschlands;188226;187817;188226;187817;157997;147020;157997;147020;1224;1080;761;1042;156773;145940;157236;145978;17209;20128;18446;27750;60700;44597;55057;38927;23870;30743;20841;25536;8948;20934;8525;21740;29160;11727;29900;12650;;;;;9809;4365;10188;4735;4667;4441;2667;3751;;;1232;1604;;4710;730;4156;;1913;716;1373;;;;570;;;;536;2410;;1308;445;;1904;623;1091;;;;;;;;160;;;;121;;;270;238;;;;;;127;46;46;;351;;;;;;;;;;;;;;;;;169;;;;6518;;;;;;;;;;;0;;549;
295;Zollernalb – Sigmaringen;08;Christlich Demokratische Union Deutschlands;180742;182648;180742;182648;148786;138084;148786;138084;1625;1688;865;1544;147161;136396;147921;136540;28895;24970;16343;26716;54652;41106;54043;39332;7836;23118;11151;15503;6169;18678;8083;23200;38498;15554;38788;16477;;;;;5850;2848;7256;3540;3849;3359;2053;2617;;;1305;1883;;3906;455;2980;;1887;613;1335;;;;545;;;;510;;;654;258;;758;285;429;;;;;;;;182;;;;111;;;232;258;;;;;318;212;101;114;;;;;;;;;;;;;;;;;1094;;366;;;;6193;;;;;;;;;;;0;;550;
08;Baden-Württemberg;99;;7653940;7711531;7653940;7711531;6382217;5997317;6382217;5997317;50411;54574;33131;47657;6331806;5942743;6349086;5949660;1002196;1247455;898702;1287934;2280323;1767316;2006537;1477612;887520;1058334;865594;1022226;271781;711697;357485;908039;1231058;561058;1256267;571336;;;;;359992;175691;429472;196874;163833;143422;86284;103611;10548;21822;55878;74702;17273;127340;21859;114919;20288;73115;28034;53597;;;;26780;;3438;;21530;69155;11146;49001;20620;1792;17041;12256;17637;;;;;;;;7059;;4702;;6775;2021;452;11784;12625;;;;;3573;3541;2402;2248;;351;;;;;;;;;;;;62;;;4821;;7743;;;;259788;;;;;;;;;;5632;14760;;23536;
;
296;Saarbrücken;10;Sozialdemokratische Partei Deutschlands;187345;192929;187345;192929;148757;142697;148757;142697;1861;2299;1271;2223;146896;140398;147486;140474;47529;51749;32526;53537;36390;35252;33745;28797;10868;11143;14614;;5280;11647;6455;16438;30329;12569;29591;13006;;;;;12423;8711;14566;13484;3524;2604;1457;2191;;;2998;3843;;2179;;1923;;3439;;2764;;;;748;;;468;1009;;;1217;1525;;605;;698;;;;;;;;;;;;;;;;;;;;;553;201;133;141;;;;;;;;;;;;;;;;;;;374;;;;9342;;;;;;;;;;;299;;370;
297;Saarlouis;10;Christlich Demokratische Union Deutschlands;198307;203279;198307;203279;164763;159170;164763;159170;2378;3047;1637;2891;162385;156123;163126;156279;46006;57354;34687;56920;51702;43671;46087;38085;7726;7383;10185;;5260;12777;7259;18872;35619;15111;35420;15651;;;;;10902;8405;11036;10512;5170;4352;2170;3315;;;3333;4535;;2466;;2221;;3853;;2736;;;;599;;;469;860;;;1000;954;;751;;593;;;;;;;;;;;;;;;;;;;;;;;55;76;;;;;;;;;;;;;;;;;;;384;;;;11041;;;;;;;;;;;0;;350;
298;St. Wendel;10;Christlich Demokratische Union Deutschlands;168073;173074;168073;173074;143180;139808;143180;139808;1871;2828;1443;2776;141309;136980;141737;137032;40409;48135;31470;51229;47870;43928;42958;36248;5341;5739;8744;;5363;11354;5753;14916;29033;12346;29390;12904;;;;;8133;5783;8583;7887;5160;3562;2322;2881;;;2892;3808;;2251;;2094;;3261;;2276;;;;408;;;409;741;;;688;693;;621;;595;;;;;;;;;;;;;;;;;;;;;;;47;59;;;;;;;;;;;;;;;;;;;363;;;;8118;;;;;;;;;;;0;;293;
299;Homburg;10;Sozialdemokratische Partei Deutschlands;180528;185941;180528;185941;148003;142288;148003;142288;1987;2676;1340;2405;146016;139612;146663;139883;44560;51091;32333;52091;40910;36472;38206;32004;6479;6826;9652;;4685;11015;6222;15719;34096;16210;34800;16068;;;;;9695;7312;9813;9247;5591;4418;2504;3359;;;3024;4045;;2086;;1878;;3287;;2202;;;;526;;;410;809;;;809;847;;895;;645;;;;;;;;;;;;;;;;;;;;;;;68;81;;;;;;;;;;;;;;;;;;;363;;;;8459;;;;;;;;;;;0;;362;
10;Saarland;99;;734253;755223;734253;755223;604703;583963;604703;583963;8097;10850;5691;10295;596606;573113;599012;573668;178504;208329;131016;213777;176872;159323;160996;135134;30414;31091;43195;;20588;46793;25689;65945;129077;56236;129201;57629;;;;;41153;30211;43998;41130;19445;14936;8453;11746;;;12247;16231;;8982;;8116;;13840;;9978;;;;2281;;;1756;3419;;;3714;4019;;2872;;2531;;;;;;;;;;;;;;;;;;;;;553;201;303;357;;;;;;;;;;;;;;;;;;;1484;;;;36960;;;;;;;;;;;299;;1375;
;
99;Bundesgebiet;;;60490603;61172771;60490603;61172771;49927315;46707343;49927315;46707343;429129;488483;285228;408956;49498186;46218860;49642087;46298387;9934614;12184096;8148284;11901558;12601967;10445920;11194700;8774920;5442912;6435380;5761476;6814408;1623351;4019565;2148878;5291013;10175438;4699926;10327148;4809233;3271730;2788048;2963732;2402827;3932584;2286070;4355382;2255864;1254488;1332710;769170;1125667;82485;160865;482032;673669;41903;732620;85557;630153;122386;540170;242806;460431;9757;5422;24558;211854;2152;60548;13809;169587;391577;77594;355146;164300;54641;152542;49730;112129;58773;35027;76126;55578;;2171;304;48496;1873;12672;14446;47524;2021;6222;11784;39868;5784;36748;12315;32790;24208;22535;19876;17820;;652;694;3786;1282;;21377;3228;73;;425;1399;1303;811;719;665;88046;;79012;;299226;;2468670;;658;;7128;;2844;;6803;;70110;180546;;249620;
